group,year,date,isFemale,focalID,adult1,adult2,adult3,adult4
4,2017,3/6/2017,0,M161,,,,
1,2016,4/28/2016,0,M337,,,,
4,2015,4/11/2015,0,M181,,,,
4,2019,3/3/2019,0,M174,M239,,,
4,2019,8/16/2019,1,M139,M211,,,
1,2015,2/27/2015,0,M252,,,,
1,2016,9/2/2016,0,M386,,,,
2,2013,6/30/2013,0,M433,,,,
2,2016,10/6/2016,0,M464,,,,
3,2018,4/3/2018,0,M081,,,,
3,2019,7/11/2019,0,M093,M022,,,
3,2017,8/11/2017,0,M090,M062,,,
3,2017,7/25/2017,0,M090,M009,,,
4,2015,3/14/2015,0,M213,,,,
4,2018,4/2/2018,1,M124,,,,
4,2016,12/3/2016,1,M040,,,,
2,2015,8/6/2015,1,M430,,,,
4,2017,6/1/2017,0,M197,,,,
1,2016,9/25/2016,1,M313,,,,
4,2016,5/16/2016,0,M145,,,,
4,2018,6/30/2018,0,M120,M144,M179,,
3,2019,3/21/2019,1,M047,,,,
4,2017,1/3/2017,1,M231,,,,
3,2017,5/2/2017,0,M081,,,,
3,2017,5/2/2017,1,M030,M067,M100,,
4,2017,12/13/2017,0,M245,,,,
3,2018,6/18/2018,1,M100,,,,
3,2018,1/29/2018,1,M048,,,,
2,2014,5/22/2014,1,M417,M440,,,
4,2017,4/25/2017,1,M166,M247,,,
3,2019,3/8/2019,1,M027,,,,
1,2015,6/18/2015,1,M304,,,,
1,2015,9/8/2015,0,M392,,,,
1,2017,7/31/2017,0,M410,M271,,,
3,2018,9/19/2018,0,M025,,,,
4,2017,5/5/2017,1,M234,,,,
4,2018,5/18/2018,1,M163,M239,,,
4,2018,5/25/2018,1,M221,,,,
4,2014,10/8/2014,0,M175,,,,
1,2016,3/1/2016,0,M406,,,,
4,2018,6/18/2018,1,M232,,,,
4,2015,4/28/2015,1,M154,,,,
4,2018,5/21/2018,0,M227,,,,
4,2018,6/19/2018,1,M239,,,,
3,2018,2/18/2018,1,M048,M017,,,
4,2016,10/26/2016,0,M230,M214,,,
2,2015,9/25/2015,1,M418,,,,
4,2019,7/11/2019,0,M230,,,,
1,2014,3/4/2014,1,M282,,,,
4,2014,4/8/2014,1,M129,,,,
3,2018,9/11/2018,1,M030,M110,M071,,
4,2017,6/4/2017,0,M233,,,,
4,2018,4/13/2018,0,M209,,,,
1,2016,2/3/2016,1,M340,,,,
3,2014,9/2/2014,1,M005,,,,
1,2017,11/21/2017,0,M288,M390,,,
3,2018,6/17/2018,0,M022,M237,,,
1,2016,2/28/2016,0,M297,,,,
3,2017,7/31/2017,1,M082,M026,M022,,
3,2017,10/1/2017,0,M237,,,,
3,2017,8/25/2017,0,M376,,,,
4,2018,3/4/2018,0,M246,,,,
4,2018,5/27/2018,1,M157,,,,
2,2013,4/8/2013,1,M443,,,,
1,2016,5/26/2016,0,M256,,,,
1,2017,5/15/2017,1,M343,,,,
3,2017,7/30/2017,0,M104,M011,M036,M014,
4,2018,10/4/2018,1,M135,M200,,,
4,2017,3/31/2017,0,M050,,,,
4,2016,6/23/2016,1,M236,,,,
3,2017,11/30/2017,0,M110,M047,,,
3,2019,7/14/2019,1,M030,M495,M073,,
1,2016,5/14/2016,0,M277,,,,
4,2017,9/28/2017,1,M254,,,,
3,2017,7/26/2017,0,M041,M495,M011,,
3,2019,1/12/2019,0,M073,,,,
1,2016,12/10/2016,0,M528,,,,
4,2017,7/12/2017,0,M241,,,,
4,2015,4/24/2015,0,M140,,,,
3,2018,9/5/2018,0,M080,M010,,,
2,2015,9/3/2015,1,M440,,,,
4,2018,5/5/2018,0,M180,,,,
3,2018,2/28/2018,1,M072,M033,,,
1,2014,5/5/2014,0,M295,,,,
3,2017,2/13/2017,0,M495,,,,
4,2017,6/30/2017,0,M201,M123,,,
1,2018,1/26/2018,0,M305,M351,,,
3,2017,7/15/2017,0,M081,M013,M073,M008,
4,2018,2/22/2018,0,M245,,,,
3,2017,3/21/2017,1,M017,,,,
4,2018,6/9/2018,1,M163,,,,
4,2018,7/27/2018,0,M245,,,,
4,2018,7/15/2018,1,M123,M214,,,
4,2017,7/6/2017,1,M216,,,,
3,2017,9/10/2017,1,M016,M011,M081,,
1,2016,10/11/2016,0,M360,,,,
4,2015,3/21/2015,1,M121,,,,
4,2016,3/25/2016,0,M165,,,,
2,2014,7/5/2014,0,M456,,,,
3,2017,8/20/2017,0,M104,,,,
4,2017,9/20/2017,0,M186,,,,
4,2017,2/25/2017,1,M214,,,,
1,2017,3/4/2017,1,M275,,,,
1,2016,9/26/2016,0,M386,,,,
4,2017,1/23/2017,1,M166,,,,
1,2014,3/31/2014,0,M300,,,,
4,2019,3/29/2019,1,M236,,,,
2,2015,8/8/2015,1,M470,,,,
4,2019,5/30/2019,1,M182,M240,,,
1,2016,3/21/2016,0,M365,M331,,,
4,2017,2/1/2017,0,M167,,,,
3,2019,6/29/2019,1,M016,M044,M017,M091,
3,2019,4/24/2019,0,M081,M002,,,
1,2017,11/14/2017,1,M320,,,,
3,2017,8/17/2017,1,M017,M013,,,
3,2018,4/27/2018,1,M053,,,,
4,2017,5/27/2017,1,M387,,,,
4,2015,9/6/2015,1,M138,,,,
4,2018,3/4/2018,0,M132,,,,
4,2017,4/27/2017,1,M163,M124,,,
4,2017,5/18/2017,1,M134,,,,
4,2019,4/4/2019,1,M124,M239,,,
4,2018,7/27/2018,1,M129,M168,M155,,
4,2018,3/30/2018,1,M154,,,,
4,2017,9/10/2017,1,M124,M120,,,
1,2015,6/23/2015,0,M361,,,,
3,2019,3/21/2019,0,M081,,,,
1,2018,5/24/2018,0,M365,,,,
4,2017,1/22/2017,1,M254,,,,
4,2019,9/26/2019,1,M130,M548,,,
4,2018,2/3/2018,1,M200,,,,
4,2018,4/30/2018,0,M148,,,,
1,2015,3/9/2015,1,M301,,M365,,
1,2018,8/4/2018,0,M314,,M328,,
3,2018,9/4/2018,0,M091,M053,M044,,
1,2017,9/15/2017,1,M012,,,,
1,2017,4/12/2017,0,M277,,M289,,
2,2016,9/11/2016,1,M485,,,,
1,2015,6/16/2015,0,M366,,,,
3,2014,9/19/2014,1,M035,,M049,,
2,2013,4/17/2013,0,M452,,,,
3,2019,6/29/2019,0,M060,M020,M042,,
4,2019,2/7/2019,0,M240,,,,
1,2015,10/8/2015,1,M258,,,,
4,2018,8/30/2018,0,M186,,,,
3,2018,10/4/2018,1,M063,M006,,,
2,2014,8/11/2014,0,M422,,,,
4,2017,8/24/2017,1,M168,M150,,,
3,2017,3/17/2017,0,M044,M021,,,
3,2019,2/19/2019,0,M010,M027,,,
4,2016,3/28/2016,0,M224,,,,
3,2018,5/19/2018,1,M063,,,,
4,2014,5/8/2014,1,M123,M152,,,
3,2017,9/11/2017,0,M034,M025,M033,,
4,2015,8/6/2015,0,M148,,,,
3,2018,4/25/2018,0,M036,M011,M014,M027,M054
4,2017,3/6/2017,0,M120,M231,,,
2,2015,5/22/2015,0,M420,,,,
1,2017,8/16/2017,0,M378,,,,
4,2014,10/9/2014,0,M188,,,,
3,2018,4/3/2018,0,M104,,,,
4,2019,2/23/2019,0,M203,,,,
3,2015,4/27/2015,1,M018,,,,
4,2017,7/27/2017,1,M166,,M165,,
4,2016,6/10/2016,1,M232,,,,
1,2016,5/25/2016,0,M279,,,,
1,2017,12/13/2017,1,M341,,,,
3,2013,11/15/2013,0,M029,,,,
2,2013,7/31/2013,0,M436,,,,
3,2017,7/1/2017,0,M011,M009,,,
4,2017,7/24/2017,0,M211,M123,,,
4,2015,3/26/2015,0,M140,,,,
4,2018,5/21/2018,0,M245,,,,
4,2017,8/29/2017,0,M492,,,,
3,2017,5/2/2017,0,M008,,,,
4,2017,8/27/2017,0,M151,,,,
2,2015,6/13/2015,0,M452,,,,
4,2019,6/22/2019,1,M221,,,,
4,2015,8/6/2015,1,M225,,,,
4,2017,9/20/2017,0,M174,M125,,,
2,2017,9/26/2017,1,M477,,M435,,
1,2014,8/7/2014,1,M309,,,,
3,2018,3/24/2018,1,M082,,,,
1,2018,2/16/2018,0,M376,,,,
4,2016,2/23/2016,0,M205,,M174,,
3,2019,10/2/2019,0,M060,M018,M022,,
4,2018,4/14/2018,0,M246,,,,
4,2018,2/19/2018,0,M235,,,,
4,2019,9/15/2019,1,M124,M214,,,
1,2018,2/23/2018,0,M269,,,,
3,2014,10/22/2014,1,M023,,,,
1,2015,4/23/2015,0,M256,,,,
1,2017,6/2/2017,0,M404,,,,
4,2019,8/1/2019,0,M213,,,,
3,2017,9/25/2017,1,M498,,,,
4,2015,2/18/2015,0,M147,,,,
4,2016,6/20/2016,1,M225,,,,
4,2018,6/18/2018,1,M124,M182,,,
3,2017,3/21/2017,1,M062,,,,
1,2017,5/31/2017,0,M336,,,,
4,2018,9/23/2018,0,M152,M550,M186,,
3,2017,6/20/2017,0,M495,M080,,,
3,2015,9/17/2015,1,M009,,,,
1,2017,9/28/2017,1,M306,,,,
3,2015,5/30/2015,0,M041,,M029,,
3,2019,4/19/2019,0,M044,M104,,,
3,2018,7/18/2018,0,M013,M030,M080,M048,
4,2019,2/7/2019,1,M216,,,,
1,2018,3/29/2018,0,M279,,,,
3,2019,3/27/2019,0,M499,M063,M074,,
4,2018,9/4/2018,0,M161,,,,
3,2019,9/18/2019,0,M097,M499,,,
4,2017,7/18/2017,1,M158,,,,
3,2018,11/29/2018,1,M042,M020,,,
3,2014,9/22/2014,1,M032,,,,
3,2017,9/11/2017,0,M495,M071,,,
4,2018,8/14/2018,1,M218,M215,,,
4,2019,5/20/2019,1,M558,,,,
1,2015,8/30/2015,0,M354,,,,
3,2017,8/29/2017,1,M002,,,,
1,2016,7/5/2016,1,M345,,,,
1,2015,6/25/2015,1,M374,,,,
4,2018,9/18/2018,1,M247,M166,,,
4,2019,8/21/2019,0,M209,,,,
4,2018,4/6/2018,1,M200,,,,
1,2016,6/15/2016,1,M401,,,,
3,2015,10/31/2015,1,M002,,,,
1,2015,3/19/2015,1,M265,,,,
1,2015,8/19/2015,1,M257,,M301,,
4,2017,7/24/2017,1,M239,,,,
1,2016,5/9/2016,1,M271,,,,
3,2015,7/16/2015,1,M023,,,,
4,2018,2/22/2018,1,M168,,,,
4,2017,3/28/2017,1,M158,,,,
4,2016,9/24/2016,1,M131,,,,
1,2016,3/31/2016,0,M339,,,,
3,2017,12/15/2017,1,M051,M010,,,
1,2017,3/23/2017,1,M285,,,,
2,2015,4/23/2015,1,M417,,,,
4,2016,12/20/2016,1,M144,,,,
4,2016,7/20/2016,1,M217,,,,
2,2015,9/1/2015,1,M454,,M464,,
1,2014,5/6/2014,1,M303,,,,
4,2018,1/22/2018,1,M214,M230,,,
4,2017,5/1/2017,0,M120,M239,M134,M163,M179
2,2015,9/15/2015,0,M462,,,,
1,2017,4/12/2017,1,M273,,,,
1,2015,3/23/2015,0,M361,,,,
4,2018,10/6/2018,0,M233,M168,M163,,
2,2015,9/18/2015,1,M454,,,,
4,2018,1/22/2018,1,M239,M174,,,
4,2016,11/1/2016,1,M247,M166,,,
2,2014,4/7/2014,1,M423,,,,
3,2017,7/24/2017,0,M376,,,,
3,2017,9/25/2017,0,M006,M044,M030,,
3,2017,9/14/2017,1,M053,M003,,,
4,2015,10/1/2015,0,M188,,,,
4,2019,6/5/2019,1,M139,,,,
4,2017,1/31/2017,1,M234,,,,
2,2015,4/21/2015,0,M226,,,,
1,2016,2/11/2016,0,M368,,,,
3,2019,4/17/2019,0,M060,,,,
3,2019,8/28/2019,0,M074,,,,
4,2018,3/10/2018,1,M214,,,,
3,2016,5/18/2016,1,M049,,,,
1,2015,9/4/2015,1,M320,,,,
3,2019,6/27/2019,0,M074,M008,,,
4,2019,8/13/2019,0,M240,M137,,,
4,2016,4/9/2016,0,M169,,,,
3,2016,7/5/2016,0,M069,,,,
1,2018,2/21/2018,0,M366,,,,
4,2018,7/3/2018,0,M230,,,,
1,2016,3/16/2016,1,M391,,,,
3,2017,8/16/2017,0,M010,M021,,,
4,2018,7/20/2018,1,M184,,,,
4,2019,5/9/2019,1,M218,,,,
3,2019,10/4/2019,1,M047,,,,
4,2014,4/20/2014,1,M160,,,,
4,2016,2/25/2016,1,M144,,,,
1,2018,5/3/2018,0,M390,,,,
4,2019,2/28/2019,1,M163,M239,,,
3,2018,8/23/2018,0,M086,M053,M091,M113,
4,2019,6/14/2019,0,M241,M148,,,
1,2016,9/2/2016,1,M273,M345,,,
4,2017,6/16/2017,0,M175,M155,,,
3,2018,7/3/2018,1,M018,,,,
4,2017,4/22/2017,0,M186,M135,,,
1,2018,5/10/2018,0,M354,,,,
1,2015,3/27/2015,0,M396,,,,
1,2016,2/12/2016,1,M401,,,,
1,2016,5/17/2016,0,M404,,,,
1,2016,4/26/2016,0,M394,,,,
1,2016,5/2/2016,0,M396,,,,
3,2019,6/17/2019,0,M110,,,,
4,2019,6/27/2019,0,M148,M203,,,
4,2016,3/12/2016,0,M170,,,,
4,2019,6/10/2019,1,M387,,,,
4,2018,4/13/2018,1,M168,,,,
3,2014,11/13/2014,0,M019,,M010,,
1,2015,9/30/2015,0,M365,,M262,,
3,2017,8/5/2017,0,M207,,,,
1,2017,5/11/2017,1,M380,,,,
3,2018,6/24/2018,0,M029,,,,
4,2019,5/13/2019,0,M233,,,,
1,2014,8/9/2014,0,M264,,,,
3,2018,3/17/2018,1,M016,M017,,,
1,2015,2/11/2015,0,M350,,,,
4,2018,7/9/2018,0,M227,,,,
2,2014,6/25/2014,1,M439,,,,
1,2015,10/10/2015,1,M257,,,,
4,2017,5/8/2017,1,M546,M545,,,
3,2018,8/2/2018,1,M030,,,,
1,2016,3/12/2016,1,M275,,M300,,
1,2016,7/28/2016,0,M314,,,,
1,2016,3/30/2016,0,M414,,,,
4,2019,8/22/2019,0,M230,M182,,,
4,2019,8/13/2019,0,M227,,,,
4,2016,4/11/2016,1,M187,,,,
1,2016,2/2/2016,1,M267,,M371,,
1,2015,10/14/2015,0,M280,,,,
3,2018,8/3/2018,1,M042,,,,
1,2015,9/8/2015,0,M281,M333,,,
4,2016,4/24/2016,0,M122,,M144,,
3,2019,9/15/2019,1,M027,,,,
4,2018,11/1/2018,1,M129,M148,M122,,
4,2019,9/21/2019,1,M130,,,,
4,2018,7/4/2018,1,M549,,,,
4,2017,3/8/2017,1,M154,,,,
3,2015,9/2/2015,0,M029,,,,
3,2016,5/14/2016,0,M110,,,,
3,2018,6/28/2018,0,M006,M026,M042,,
1,2014,6/29/2014,0,M322,,,,
1,2015,7/9/2015,0,M294,,,,
3,2018,5/16/2018,1,M100,,,,
4,2016,4/27/2016,1,M139,,,,
1,2016,2/24/2016,0,M279,,,,
3,2015,9/14/2015,1,M016,,,,
4,2017,8/18/2017,1,M129,,,,
4,2016,11/3/2016,1,M059,M143,,,
2,2013,5/6/2013,0,M436,,,,
1,2016,4/25/2016,1,M375,,,,
3,2018,8/12/2018,1,M067,,,,
4,2017,2/1/2017,1,M204,,,,
4,2017,5/14/2017,1,M149,,,,
3,2017,5/26/2017,1,M005,,,,
1,2015,6/27/2015,0,M357,,,,
3,2019,8/15/2019,1,M078,M013,M104,M080,M042
1,2015,7/8/2015,0,M376,,,,
3,2018,8/28/2018,1,M062,,,,
3,2016,4/22/2016,1,M040,,M056,M043,
2,2015,4/10/2015,1,M445,,,,
3,2014,5/21/2014,1,M035,,,,
3,2019,7/25/2019,0,M006,,,,
4,2017,11/30/2017,0,M145,M163,,,
3,2018,5/13/2018,0,M008,,,,
4,2015,5/5/2015,1,M178,,,,
4,2017,1/31/2017,0,M147,,,,
1,2015,9/10/2015,0,M315,,,,
2,2015,9/19/2015,0,M219,,,,
1,2015,8/13/2015,1,M258,,,,
1,2018,1/29/2018,0,M360,,,,
4,2018,5/26/2018,0,M242,,,,
3,2017,2/13/2017,1,M021,,,,
3,2018,8/10/2018,0,M079,M033,M042,M017,
4,2017,2/18/2017,1,M143,,,,
3,2018,5/11/2018,1,M078,,,,
4,2017,4/18/2017,0,M205,,,,
3,2015,10/1/2015,0,M008,,,,
3,2018,10/3/2018,1,M082,M074,,,
4,2018,6/16/2018,0,M159,M135,,,
1,2016,2/15/2016,1,M274,,,,
1,2016,5/31/2016,0,M360,,,,
4,2017,8/21/2017,0,M125,,,,
4,2019,4/25/2019,1,M387,,,,
1,2014,7/12/2014,1,M301,,,,
3,2017,1/27/2017,1,M027,M086,,,
4,2018,8/19/2018,1,M144,,,,
3,2018,5/14/2018,1,M026,M093,M034,M067,
1,2017,11/8/2017,1,M194,,,,
1,2017,5/13/2017,0,M330,,,,
3,2018,7/4/2018,1,M018,M020,M110,,
1,2017,3/16/2017,0,M140,,,,
1,2017,1/30/2017,1,M283,,,,
3,2019,7/5/2019,0,M044,,,,
4,2017,10/2/2017,1,M150,,,,
1,2015,9/6/2015,1,M309,,,,
1,2015,8/13/2015,0,M205,,,,
3,2016,8/12/2016,1,M049,M005,,,
3,2017,5/18/2017,1,M027,M005,M075,M033,M026
3,2018,6/22/2018,1,M346,,,,
1,2016,4/11/2016,1,M268,,,,
2,2015,8/13/2015,0,M444,,,,
4,2016,4/11/2016,0,M248,,,,
3,2019,5/16/2019,1,M026,M051,,,
3,2018,5/20/2018,0,M008,M027,,,
3,2018,8/20/2018,0,M073,M002,,,
4,2018,9/26/2018,1,M232,,,,
4,2015,5/19/2015,0,M161,,,,
3,2019,9/18/2019,0,M041,M010,,,
1,2018,11/21/2018,1,M345,,,,
2,2015,4/9/2015,1,M395,,,,
4,2019,4/6/2019,1,M154,,,,
1,2016,3/26/2016,0,M354,,,,
2,2015,4/27/2015,0,M449,,,,
4,2017,7/16/2017,1,M166,,,,
3,2017,7/8/2017,0,M252,M072,,,
3,2017,3/6/2017,0,M006,M399,,,
4,2017,6/22/2017,0,M210,,,,
1,2014,1/30/2014,1,M324,,,,
3,2019,8/15/2019,0,M080,M014,M010,M091,M042
4,2017,4/4/2017,1,M231,,,,
3,2018,1/21/2018,1,M016,M086,,,
3,2019,7/14/2019,1,M082,M021,M091,,
3,2019,8/1/2019,0,M073,M082,,,
4,2016,6/8/2016,0,M120,,,,
4,2017,10/5/2017,1,M214,M174,,,
4,2016,4/10/2016,0,M183,,,,
3,2015,8/18/2015,0,M037,,,,
3,2019,5/14/2019,0,M252,M047,M110,,
3,2019,8/20/2019,1,M082,M091,,,
4,2016,2/10/2016,1,M130,,,,
3,2017,2/4/2017,0,M044,M053,,,
3,2019,3/22/2019,1,M032,,,,
1,2016,4/14/2016,0,M252,,,,
4,2018,7/28/2018,1,M399,,,,
3,2017,7/19/2017,0,M054,,,,
2,2015,9/12/2015,0,M488,,,,
4,2015,5/25/2015,1,M138,,,,
4,2015,5/16/2015,1,M185,,,,
1,2015,5/7/2015,1,M371,,,,
4,2016,4/4/2016,0,M161,,,,
1,2016,2/8/2016,1,M391,,M378,,
3,2018,3/7/2018,0,M110,M051,M501,,
4,2018,1/31/2018,1,M232,,,,
4,2017,7/19/2017,0,M152,M179,,,
4,2018,5/18/2018,1,M168,M200,,,
1,2016,3/15/2016,1,M412,,,,
3,2015,4/9/2015,1,M003,,,,
3,2018,5/6/2018,1,M494,M014,M017,,
4,2017,4/18/2017,1,M554,,,,
4,2019,4/3/2019,1,M239,M124,,,
4,2018,8/14/2018,1,M135,M240,,,
2,2014,8/7/2014,1,M457,,,,
1,2015,10/3/2015,1,M345,,,,
3,2017,3/24/2017,0,M074,M006,M017,,
3,2019,8/12/2019,0,M499,M113,,,
4,2015,3/27/2015,1,M164,,,,
4,2017,9/28/2017,0,M120,M240,M170,,
1,2015,10/5/2015,0,M298,,,,
1,2017,2/26/2017,1,M371,,,,
3,2017,3/29/2017,0,M041,M113,,,
4,2018,7/2/2018,0,M192,M244,,,
4,2016,3/4/2016,0,M195,,,,
3,2017,3/8/2017,0,M033,M044,M086,M009,
3,2018,9/18/2018,1,M027,M026,,,
1,2015,3/16/2015,0,M292,M347,,,
4,2017,9/7/2017,1,M040,,,,
3,2017,8/13/2017,0,M079,M104,M027,M376,
4,2019,8/1/2019,1,M546,M545,,,
3,2017,8/20/2017,1,M498,,,,
4,2016,9/1/2016,1,M190,,,,
4,2019,5/1/2019,1,M163,,,,
1,2015,10/3/2015,0,M305,,,,
4,2016,12/18/2016,0,M209,,,,
1,2018,2/18/2018,0,M394,,,,
3,2014,9/11/2014,1,M027,,M022,,
4,2019,7/18/2019,1,M124,M182,,,
1,2017,3/15/2017,0,M181,,,,
4,2017,7/18/2017,1,M149,,,,
3,2017,8/8/2017,1,M017,M027,M022,M030,M060
4,2017,10/5/2017,1,M232,,,,
3,2017,9/12/2017,0,M079,M035,M081,,
3,2018,9/4/2018,0,M036,,,,
3,2017,5/2/2017,1,M100,M067,M030,,
3,2014,9/19/2014,0,M020,,,,
3,2017,9/29/2017,0,M010,M086,M079,,
2,2015,7/22/2015,0,M219,,,,
2,2015,8/20/2015,1,M432,,,,
4,2018,5/15/2018,0,M167,,,,
3,2018,7/11/2018,0,M080,M041,,,
4,2017,9/19/2017,1,M204,,,,
2,2013,7/8/2013,0,M416,,,,
3,2015,9/30/2015,1,M021,,,,
4,2017,5/7/2017,0,M226,,,,
4,2018,5/19/2018,0,M125,,,,
1,2017,2/16/2017,1,M384,,,,
1,2016,5/1/2016,0,M290,,M305,,
3,2017,2/28/2017,1,M338,M048,,,
3,2015,9/26/2015,1,M009,,,,
4,2017,7/6/2017,0,M140,,,,
1,2014,9/15/2014,0,M205,,,,
1,2016,3/27/2016,1,M323,,,,
4,2017,2/2/2017,0,M167,,,,
3,2019,7/12/2019,1,M026,M022,,,
2,2014,9/7/2014,0,M226,,,,
4,2017,12/13/2017,0,M152,M158,,,
4,2018,5/9/2018,1,M232,M550,,,
4,2017,9/9/2017,0,M179,,,,
3,2019,1/25/2019,0,M086,M051,,,
1,2017,11/15/2017,0,M332,M263,,,
4,2018,8/12/2018,0,M203,M155,,,
4,2018,11/30/2018,0,M245,,,,
3,2018,7/23/2018,1,M067,M016,,,
4,2017,5/8/2017,1,M221,M125,,,
1,2016,5/17/2016,0,M270,,,,
3,2018,7/7/2018,1,M016,M113,,,
4,2017,3/8/2017,0,M242,,,,
3,2016,12/1/2016,1,M048,M042,,,
4,2016,11/6/2016,0,M151,,,,
3,2019,3/21/2019,0,M008,,,,
1,2015,9/9/2015,1,M381,,,,
3,2013,11/12/2013,1,M027,,,,
4,2015,6/28/2015,0,M224,,,,
3,2017,10/7/2017,1,M048,M073,,,
4,2018,4/10/2018,0,M246,M166,,,
3,2018,2/22/2018,0,M079,M021,M113,,
4,2017,8/6/2017,0,M224,,,,
1,2018,11/22/2018,0,M270,,,,
3,2019,8/24/2019,1,M003,M080,M073,M074,
4,2017,3/7/2017,0,M237,,,,
4,2016,5/28/2016,1,M146,,,,
3,2019,3/29/2019,0,M011,M071,M048,,
1,2015,4/27/2015,1,M275,,,,
2,2013,7/16/2013,1,M424,,,,
3,2018,8/28/2018,0,M054,,M018,M091,
3,2019,2/1/2019,1,M063,M100,,,
4,2016,5/25/2016,0,M156,,,,
1,2016,4/2/2016,0,M140,,,,
3,2018,8/20/2018,1,M003,M053,M036,,
4,2018,4/19/2018,1,M550,,,,
3,2018,2/25/2018,1,M049,M010,M091,M052,M086
1,2017,3/10/2017,0,M315,,,,
2,2013,4/24/2013,0,M437,M432,,,
2,2013,7/15/2013,1,M440,,,,
3,2017,6/14/2017,1,M009,M020,,,
4,2018,8/16/2018,0,M170,M134,,,
3,2017,8/29/2017,0,M080,M026,M060,,
3,2017,7/21/2017,0,M014,M005,,,
1,2015,3/21/2015,0,M281,,,,
3,2018,6/8/2018,0,M110,,,,
3,2015,9/24/2015,1,M047,M041,,,
4,2015,2/15/2015,1,M204,,,,
3,2018,8/15/2018,0,M104,M042,M074,M079,M078
4,2019,2/16/2019,0,M201,,,,
2,2013,6/8/2013,1,M445,,,,
3,2018,6/12/2018,0,M010,,,,
3,2019,4/26/2019,0,M091,M053,,,
1,2015,3/25/2015,1,M284,,,,
4,2019,2/10/2019,0,M241,,,,
3,2019,10/4/2019,0,M010,M022,,,
4,2015,7/17/2015,0,M228,,,,
3,2015,10/17/2015,0,M025,,,,
1,2016,12/12/2016,0,M316,M410,,,
3,2017,8/29/2017,0,M080,M053,,,
1,2016,5/27/2016,1,M401,,,,
4,2018,8/30/2018,1,M139,M148,,,
2,2015,8/3/2015,0,M450,,,,
3,2017,9/16/2017,1,M113,M003,,,
3,2017,8/3/2017,0,M022,M091,M086,,
1,2015,6/25/2015,1,M341,,,,
3,2017,5/7/2017,0,M110,M252,,,
2,2015,7/2/2015,0,M446,,,,
4,2018,9/24/2018,0,M125,,,,
4,2018,8/22/2018,0,M547,,,,
1,2016,3/4/2016,1,M223,,M335,,
4,2018,4/4/2018,0,M203,,,,
3,2014,10/16/2014,1,M018,,,,
4,2019,8/12/2019,0,M213,,,,
3,2018,5/23/2018,1,M027,M048,M017,M005,M052
4,2015,2/16/2015,0,M203,,,,
3,2017,8/23/2017,0,M237,M071,,,
4,2019,2/7/2019,0,M203,,,,
2,2017,9/16/2017,1,M453,M450,,,
1,2016,7/25/2016,1,M325,,M358,,
1,2015,3/9/2015,1,M223,,,,
3,2018,3/1/2018,1,M067,M074,,,
3,2018,8/24/2018,1,M062,M093,,,
4,2019,9/11/2019,1,M239,M163,,,
3,2019,5/19/2019,1,M009,M005,,,
3,2016,9/24/2016,0,M050,,,,
3,2016,4/15/2016,1,M023,,,,
3,2017,7/16/2017,0,M034,M010,,,
3,2013,8/28/2013,1,M018,,,,
1,2016,1/28/2016,0,M314,,,,
4,2016,7/10/2016,1,M199,,,,
3,2018,4/5/2018,0,M044,,,,
3,2019,7/22/2019,1,M027,,,,
4,2016,8/30/2016,1,M149,,,,
2,2015,10/5/2015,0,M420,,,,
3,2016,6/23/2016,1,M075,,,,
4,2016,3/3/2016,1,M157,,,,
1,2014,5/13/2014,0,M322,,,,
4,2016,3/2/2016,1,M168,M129,,,
3,2017,8/21/2017,1,M078,M018,M020,,
4,2017,6/12/2017,0,M211,,,,
4,2016,9/1/2016,0,M156,,,,
4,2017,9/22/2017,1,M168,,,,
1,2017,5/23/2017,0,M414,,,,
4,2018,4/18/2018,1,M154,,,,
1,2017,3/23/2017,1,M284,,,,
3,2018,3/24/2018,1,M030,M077,M036,,
1,2016,12/12/2016,1,M351,M257,,,
4,2017,4/11/2017,1,M225,,,,
1,2016,8/18/2016,0,M316,,,,
1,2016,8/18/2016,1,M258,,,,
4,2018,9/15/2018,0,M249,M210,,,
4,2019,5/10/2019,0,M159,M152,,,
4,2018,9/26/2018,1,M150,M151,,,
3,2018,3/31/2018,0,M093,,,,
3,2018,4/28/2018,1,M021,M067,,,
1,2016,8/22/2016,0,M291,,,,
3,2017,6/28/2017,1,M071,M346,,,
3,2017,4/23/2017,1,M021,M034,M017,M053,
3,2014,9/16/2014,0,M014,,,,
1,2016,9/26/2016,0,M292,,,,
4,2018,4/15/2018,0,M046,,,,
1,2018,1/29/2018,0,M404,,,,
4,2018,1/23/2018,1,M187,,,,
3,2017,3/6/2017,1,M051,M081,M011,,
1,2016,8/15/2016,0,M269,,,,
2,2014,9/4/2014,0,M420,,,,
3,2019,9/14/2019,0,M074,M005,,,
4,2017,5/8/2017,1,M200,,,,
4,2016,4/24/2016,1,M204,,,,
3,2018,8/8/2018,0,M093,,,,
3,2019,1/26/2019,0,M079,,,,
3,2018,7/18/2018,1,M026,M080,,,
1,2015,1/26/2015,1,M326,,,,
3,2019,6/14/2019,0,M081,M252,M005,,
3,2018,6/29/2018,1,M017,M091,M044,M016,
2,2013,4/18/2013,1,M443,,,,
4,2019,7/14/2019,1,M554,M130,M245,,
3,2017,9/20/2017,0,M495,M104,,,
3,2018,6/20/2018,0,M093,M498,M090,,
3,2017,7/4/2017,0,M495,M078,,,
